Nombre,Ciudad,Ingreso,Edad,Genero,Nivel educativo,Pobreza,Subsidio
Pedro,Granada,3213,46,F,Licenciatura,1,1
Diego,Málaga,1372,33,M,Licenciatura,0,0
Elena,Palma de Mallorca,2344,20,M,Maestría,0,0
Laura,Valencia,3109,45,F,Bachillerato,1,1
Juan,Zaragoza,3261,66,M,Licenciatura,1,0
Juan,Palma de Mallorca,1638,57,F,Maestría,1,1
Luis,Sevilla,3631,57,M,Maestría,1,1
Ana,Bilbao,1120,55,F,Maestría,1,1
Carlos,Madrid,3893,48,M,Bachillerato,0,0
Carlos,Valencia,4524,26,F,Maestría,0,1
Elena,Granada,1115,69,F,Licenciatura,0,1
Diego,Málaga,4216,61,F,Licenciatura,0,1
Jose,Madrid,4624,45,F,Maestría,1,1
Jose,Barcelona,2480,66,M,Bachillerato,0,0
Pedro,Valencia,4050,22,M,Bachillerato,0,0
Luis,Málaga,4891,39,F,Maestría,0,1
Diego,Bilbao,4503,48,M,Maestría,0,1
Diego,Barcelona,4650,37,M,Maestría,0,0
Pedro,Palma de Mallorca,4398,55,M,Licenciatura,0,0
Diego,Valencia,1954,29,M,Maestría,1,0
Pedro,Sevilla,4171,38,M,Maestría,1,1
Jose,Granada,1465,52,M,Licenciatura,1,0
Luis,Sevilla,2686,38,F,Bachillerato,1,1
Ana,Bilbao,2644,62,M,Doctorado,0,0
Juan,Barcelona,1642,68,F,Maestría,1,1
Diego,Sevilla,2273,18,F,Maestría,1,1
Diego,Valencia,1336,42,F,Licenciatura,1,0
Ana,Madrid,1879,45,F,Licenciatura,0,0
Carlos,Madrid,4592,20,M,Maestría,1,0
Jose,Zaragoza,1145,33,F,Doctorado,1,0
Luis,Granada,1784,36,M,Maestría,0,1
Elena,Málaga,3227,18,M,Maestría,0,0
Carlos,Madrid,3139,29,F,Maestría,1,1
Pedro,Palma de Mallorca,3776,20,M,Doctorado,1,0
Carlos,Zaragoza,1744,50,M,Maestría,0,1
Ana,Granada,3898,38,M,Licenciatura,1,0
Elena,Valencia,2905,20,F,Bachillerato,1,1
Pedro,Granada,3030,24,F,Doctorado,0,1
Ana,Sevilla,4414,65,M,Doctorado,1,0
Jose,Valencia,3330,20,M,Bachillerato,0,0
Laura,Bilbao,4667,66,M,Bachillerato,0,1
Luis,Palma de Mallorca,4689,23,M,Bachillerato,0,1
Laura,Madrid,2235,64,F,Doctorado,0,0
Pedro,Bilbao,3768,48,M,Maestría,1,1
Jose,Valencia,2757,29,F,Doctorado,0,1
Pedro,Zaragoza,3381,21,F,Licenciatura,0,0
Maria,Las Palmas,1345,57,F,Maestría,1,0
Carlos,Granada,2894,34,M,Licenciatura,0,1
Diego,Zaragoza,3931,38,F,Bachillerato,0,1
Carlos,Zaragoza,2501,56,M,Maestría,1,1
Diego,Bilbao,1980,48,M,Licenciatura,0,1
Laura,Valencia,1161,25,F,Licenciatura,0,1
Pedro,Granada,2378,47,F,Licenciatura,1,0
Carlos,Las Palmas,2056,52,M,Licenciatura,1,1
Laura,Valencia,2530,22,F,Maestría,1,1
Carlos,Las Palmas,3945,56,M,Maestría,0,0
Carlos,Granada,1578,21,M,Bachillerato,0,1
Pedro,Zaragoza,4610,44,M,Bachillerato,0,0
Carlos,Madrid,2151,68,F,Licenciatura,1,0
Laura,Barcelona,4257,28,F,Maestría,0,0
Maria,Bilbao,4042,45,F,Bachillerato,0,1
Juan,Las Palmas,2781,27,F,Bachillerato,0,0
Luis,Madrid,2131,42,F,Licenciatura,1,0
Laura,Granada,2863,62,F,Maestría,0,1
Elena,Palma de Mallorca,1599,67,F,Maestría,0,1
Laura,Zaragoza,2427,40,M,Doctorado,0,0
Laura,Barcelona,2706,44,M,Licenciatura,1,0
Jose,Sevilla,3441,49,M,Bachillerato,1,1
Juan,Las Palmas,4855,25,M,Bachillerato,0,0
Ana,Valencia,1569,57,M,Doctorado,1,1
Laura,Málaga,3807,30,F,Maestría,1,1
Luis,Las Palmas,4855,50,M,Licenciatura,0,0
Diego,Palma de Mallorca,1278,65,M,Licenciatura,1,1
Pedro,Las Palmas,2289,42,F,Maestría,0,0
Pedro,Palma de Mallorca,4912,23,M,Maestría,0,0
Diego,Madrid,2115,49,F,Doctorado,1,0
Ana,Las Palmas,2226,59,M,Maestría,1,0
Carlos,Málaga,2364,22,M,Licenciatura,1,0
Pedro,Las Palmas,3462,34,F,Bachillerato,1,1
Diego,Sevilla,2083,64,M,Doctorado,1,1
Maria,Madrid,4934,46,F,Maestría,0,0
Carlos,Valencia,3817,34,F,Maestría,1,0
Juan,Sevilla,4957,27,M,Maestría,1,0
Maria,Granada,4341,28,M,Licenciatura,1,0
Laura,Valencia,1500,43,M,Doctorado,0,0
Laura,Málaga,1531,49,M,Licenciatura,0,1
Jose,Madrid,3414,47,F,Maestría,0,0
Elena,Málaga,4314,54,F,Doctorado,1,0
Jose,Barcelona,2722,64,F,Licenciatura,0,0
Elena,Palma de Mallorca,3026,40,M,Licenciatura,0,0
Elena,Las Palmas,2806,21,M,Licenciatura,1,0
Juan,Las Palmas,4248,25,M,Maestría,1,1
Diego,Palma de Mallorca,3849,25,F,Licenciatura,1,1
Ana,Palma de Mallorca,4804,42,M,Doctorado,0,0
Ana,Zaragoza,2173,22,M,Doctorado,1,0
Ana,Sevilla,1329,66,F,Bachillerato,1,1
Laura,Madrid,1577,24,M,Doctorado,0,0
Juan,Barcelona,3639,23,M,Licenciatura,0,1
Maria,Las Palmas,2985,65,M,Doctorado,1,1
Carlos,Madrid,2953,35,F,Maestría,0,0
Luis,Zaragoza,3501,69,M,Licenciatura,1,1
Laura,Valencia,4564,23,F,Licenciatura,0,1
Carlos,Sevilla,1507,35,F,Doctorado,1,0
Juan,Sevilla,4387,61,F,Licenciatura,0,1
Diego,Bilbao,4098,37,M,Licenciatura,1,1
Maria,Bilbao,3752,51,M,Maestría,1,0
Jose,Las Palmas,1495,54,M,Licenciatura,0,0
Diego,Sevilla,1526,52,M,Maestría,1,0
Maria,Granada,4656,37,M,Doctorado,0,0
Luis,Barcelona,3543,59,M,Bachillerato,1,0
Luis,Palma de Mallorca,3120,54,F,Bachillerato,1,0
Carlos,Zaragoza,4193,19,M,Bachillerato,0,1
Jose,Málaga,3347,58,M,Licenciatura,0,0
Ana,Barcelona,3969,35,F,Doctorado,0,1
Ana,Málaga,3673,50,F,Maestría,1,1
Elena,Barcelona,4430,57,M,Licenciatura,1,0
Ana,Barcelona,1208,53,M,Bachillerato,1,1
Pedro,Madrid,1958,20,M,Bachillerato,1,0
Maria,Bilbao,4741,65,F,Bachillerato,1,0
Jose,Las Palmas,2668,21,F,Bachillerato,0,0
Carlos,Málaga,1728,64,F,Maestría,1,1
Luis,Málaga,4561,57,F,Doctorado,0,0
Laura,Granada,3046,56,F,Maestría,0,1
Juan,Sevilla,1611,66,M,Doctorado,0,0
Laura,Sevilla,1806,22,M,Doctorado,0,1
Juan,Valencia,1073,46,F,Bachillerato,0,0
Diego,Sevilla,4260,26,F,Maestría,0,0
Pedro,Las Palmas,3498,69,F,Doctorado,1,1
Elena,Sevilla,4339,44,F,Doctorado,1,0
Ana,Palma de Mallorca,3420,34,M,Bachillerato,0,1
Ana,Sevilla,2806,60,M,Maestría,0,0
Diego,Bilbao,2689,49,F,Maestría,0,0
Pedro,Granada,4260,56,M,Doctorado,1,1
Luis,Madrid,1899,34,F,Doctorado,1,1
Jose,Valencia,3181,55,M,Maestría,0,0
Pedro,Barcelona,3512,58,F,Maestría,0,1
Maria,Madrid,1301,28,M,Doctorado,1,1
Luis,Palma de Mallorca,2052,33,F,Doctorado,1,0
Elena,Valencia,2366,40,M,Licenciatura,1,1
Diego,Málaga,4840,39,F,Doctorado,0,0
Pedro,Valencia,1341,39,F,Maestría,1,0
Diego,Zaragoza,3480,23,F,Licenciatura,0,0
Maria,Valencia,1507,36,M,Licenciatura,1,0
Luis,Bilbao,2394,39,M,Maestría,0,0
Laura,Bilbao,3877,19,M,Maestría,0,1
Ana,Málaga,4133,52,M,Licenciatura,1,0
Pedro,Sevilla,2883,68,M,Doctorado,0,1
Elena,Sevilla,3452,41,M,Bachillerato,0,0
Jose,Barcelona,2683,43,F,Doctorado,1,1
Carlos,Valencia,1068,62,F,Maestría,0,1
Juan,Madrid,3529,29,F,Licenciatura,0,0
Juan,Barcelona,3896,65,F,Doctorado,0,1
Jose,Granada,1732,67,F,Licenciatura,1,0
Ana,Palma de Mallorca,1009,53,M,Bachillerato,0,0
Laura,Valencia,1804,35,F,Maestría,1,1
Jose,Granada,1127,65,M,Licenciatura,1,1
Luis,Granada,2374,51,M,Licenciatura,0,0
Laura,Valencia,2381,36,M,Maestría,0,1
Carlos,Granada,4615,24,F,Licenciatura,0,0
Pedro,Madrid,2653,26,M,Doctorado,0,1
Elena,Granada,3227,40,M,Maestría,0,1
Laura,Bilbao,4691,19,F,Doctorado,0,0
Ana,Sevilla,4543,37,F,Maestría,0,1
Juan,Granada,4602,28,F,Doctorado,0,0
Luis,Palma de Mallorca,2610,69,M,Licenciatura,0,1
Jose,Las Palmas,1623,60,F,Doctorado,1,1
Jose,Las Palmas,2425,61,F,Bachillerato,1,1
Maria,Zaragoza,4464,36,M,Bachillerato,0,1
Jose,Bilbao,2329,45,M,Licenciatura,1,0
Carlos,Palma de Mallorca,1193,37,F,Bachillerato,0,1
Maria,Madrid,2286,20,M,Maestría,1,1
Laura,Zaragoza,4003,34,M,Maestría,0,1
Luis,Las Palmas,1892,28,F,Bachillerato,1,1
Carlos,Madrid,3093,28,M,Licenciatura,0,1
Carlos,Palma de Mallorca,4709,28,M,Bachillerato,1,1
Jose,Barcelona,4078,38,F,Bachillerato,0,0
Diego,Zaragoza,2468,43,F,Bachillerato,0,1
Laura,Barcelona,2515,35,M,Licenciatura,0,1
Maria,Palma de Mallorca,4950,37,M,Doctorado,0,1
Jose,Sevilla,1937,18,F,Bachillerato,0,1
Ana,Sevilla,3113,66,F,Doctorado,1,1
Ana,Granada,4779,59,M,Bachillerato,1,0
Jose,Bilbao,2380,61,M,Licenciatura,0,0
Laura,Zaragoza,2136,29,M,Doctorado,0,0
Laura,Las Palmas,3593,36,M,Licenciatura,1,0
Juan,Granada,2688,41,F,Licenciatura,0,1
Elena,Palma de Mallorca,4798,64,M,Maestría,1,0
Laura,Las Palmas,2559,60,M,Maestría,0,0
Ana,Palma de Mallorca,2676,35,F,Licenciatura,1,1
Ana,Málaga,1905,61,M,Doctorado,1,0
Jose,Palma de Mallorca,2459,51,F,Licenciatura,0,0
Diego,Zaragoza,1957,52,M,Maestría,1,1
Carlos,Madrid,1871,36,M,Bachillerato,1,1
Laura,Granada,2216,63,F,Bachillerato,1,0
Jose,Bilbao,1528,35,M,Bachillerato,1,0
Maria,Bilbao,2746,34,F,Bachillerato,1,1
Elena,Granada,2836,69,F,Bachillerato,1,0
Juan,Zaragoza,4205,35,M,Maestría,0,1
Luis,Palma de Mallorca,2674,44,M,Doctorado,0,0
Ana,Las Palmas,2795,41,F,Bachillerato,1,0
Luis,Bilbao,3990,59,F,Maestría,1,1
Ana,Zaragoza,3903,21,F,Bachillerato,1,1
Diego,Valencia,2697,39,M,Maestría,0,1
Ana,Granada,1245,51,M,Licenciatura,1,0
Maria,Madrid,2704,69,F,Licenciatura,0,1
Pedro,Bilbao,4756,54,F,Licenciatura,0,0
Pedro,Bilbao,2053,37,M,Maestría,1,0
Carlos,Sevilla,2080,44,F,Bachillerato,0,1
Carlos,Barcelona,2725,66,M,Maestría,0,1
Laura,Málaga,2675,69,F,Doctorado,0,1
Carlos,Granada,4769,68,F,Maestría,0,1
Maria,Madrid,3589,40,M,Doctorado,0,1
Diego,Madrid,3119,29,F,Maestría,0,0
Maria,Sevilla,3593,66,M,Licenciatura,0,0
Carlos,Granada,1916,46,F,Maestría,0,0
Maria,Granada,3811,32,F,Doctorado,0,1
Juan,Sevilla,2114,49,F,Licenciatura,1,1
Luis,Barcelona,3640,24,F,Bachillerato,1,0
Luis,Sevilla,2995,43,M,Doctorado,0,0
Pedro,Granada,4284,66,F,Licenciatura,1,1
Jose,Bilbao,2669,62,F,Bachillerato,0,0
Luis,Las Palmas,4040,66,M,Doctorado,0,0
Carlos,Sevilla,4983,66,F,Maestría,1,0
Ana,Valencia,1362,45,M,Bachillerato,1,1
Elena,Granada,1044,54,F,Maestría,0,0
Juan,Madrid,4388,44,F,Maestría,1,1
Pedro,Palma de Mallorca,4802,56,M,Doctorado,1,1
Luis,Madrid,2041,45,M,Maestría,0,1
Maria,Barcelona,3212,60,F,Doctorado,0,1
Carlos,Bilbao,3165,22,M,Bachillerato,1,0
Pedro,Bilbao,4104,37,F,Doctorado,1,0
Ana,Sevilla,2900,47,F,Licenciatura,0,1
Carlos,Palma de Mallorca,3557,40,M,Doctorado,1,1
Elena,Palma de Mallorca,3720,43,F,Bachillerato,0,1
Laura,Bilbao,2946,42,F,Maestría,1,1
Diego,Barcelona,2198,32,M,Maestría,1,0
Luis,Las Palmas,2411,62,F,Maestría,0,0
Laura,Sevilla,3235,43,F,Doctorado,0,0
Carlos,Palma de Mallorca,3663,61,M,Licenciatura,0,0
Carlos,Granada,2020,46,M,Bachillerato,0,1
Maria,Las Palmas,1895,23,M,Licenciatura,0,1
Carlos,Zaragoza,1637,67,M,Doctorado,1,0
Ana,Palma de Mallorca,2122,44,F,Maestría,0,0
Juan,Valencia,3625,26,M,Maestría,1,1
Diego,Valencia,4598,59,M,Bachillerato,0,0
Ana,Barcelona,2521,26,F,Bachillerato,0,0
Pedro,Granada,3882,60,F,Bachillerato,1,0
Ana,Zaragoza,4743,64,M,Maestría,0,1
Diego,Granada,4717,34,F,Licenciatura,0,0
Laura,Barcelona,4446,52,M,Doctorado,0,1
Luis,Sevilla,1255,60,F,Bachillerato,0,1
Diego,Barcelona,3103,42,M,Doctorado,0,1
Laura,Madrid,2428,68,M,Doctorado,1,0
Elena,Málaga,3418,56,M,Bachillerato,0,0
Diego,Madrid,3618,52,F,Bachillerato,0,0
Luis,Valencia,2579,46,F,Doctorado,1,1
Maria,Zaragoza,3951,60,M,Maestría,0,1
Carlos,Barcelona,4914,25,M,Maestría,0,0
Elena,Zaragoza,4630,26,M,Doctorado,1,1
Luis,Las Palmas,2757,29,M,Bachillerato,0,1
Diego,Barcelona,1982,66,F,Licenciatura,1,1
Laura,Granada,4099,65,F,Maestría,1,1
Diego,Granada,3079,65,M,Doctorado,0,1
Juan,Barcelona,4082,36,M,Doctorado,0,0
Jose,Valencia,4991,21,M,Maestría,0,1
Maria,Málaga,2246,52,M,Licenciatura,0,1
Jose,Palma de Mallorca,3092,18,M,Maestría,1,1
Elena,Bilbao,2208,26,F,Bachillerato,0,1
Jose,Barcelona,2994,53,M,Maestría,0,0
Jose,Granada,2656,64,M,Doctorado,1,0
Ana,Zaragoza,2643,60,M,Licenciatura,1,0
Juan,Bilbao,4886,65,M,Licenciatura,0,1
Elena,Granada,2444,63,M,Doctorado,0,0
Laura,Zaragoza,1462,29,M,Bachillerato,1,0
Carlos,Madrid,4353,25,M,Doctorado,1,0
Luis,Granada,1179,44,F,Licenciatura,0,0
Maria,Málaga,3350,61,M,Bachillerato,0,1
Ana,Granada,2571,42,M,Maestría,1,1
Ana,Las Palmas,1473,36,F,Maestría,1,0
Ana,Málaga,1874,61,M,Doctorado,1,1
Maria,Palma de Mallorca,4815,51,M,Doctorado,1,1
Ana,Barcelona,2415,65,M,Licenciatura,1,0
Carlos,Las Palmas,4155,50,M,Maestría,0,0
Ana,Las Palmas,1493,24,M,Doctorado,0,1
Pedro,Granada,2558,45,M,Licenciatura,0,0
Juan,Granada,3206,47,F,Doctorado,1,0
Diego,Las Palmas,1540,27,M,Licenciatura,1,0
Juan,Zaragoza,1970,24,F,Licenciatura,0,0
Elena,Bilbao,2832,28,F,Doctorado,1,0
Juan,Barcelona,4316,33,F,Doctorado,1,0
Ana,Zaragoza,3402,57,F,Bachillerato,0,1
Juan,Bilbao,2854,58,F,Licenciatura,1,0
Jose,Las Palmas,3800,28,F,Doctorado,0,1
Jose,Málaga,2947,42,M,Licenciatura,0,0
Maria,Bilbao,3992,41,M,Bachillerato,0,0
Carlos,Zaragoza,4849,33,M,Bachillerato,1,1
Luis,Granada,2035,34,M,Bachillerato,1,0
Carlos,Sevilla,1423,35,M,Doctorado,1,1
Pedro,Bilbao,4003,66,M,Doctorado,0,1
Luis,Sevilla,2031,53,M,Licenciatura,0,1
Laura,Zaragoza,2238,25,M,Licenciatura,0,1
Ana,Sevilla,3784,53,M,Doctorado,1,0
Ana,Málaga,3903,58,F,Bachillerato,1,1
Laura,Sevilla,2225,50,F,Licenciatura,1,0
Diego,Sevilla,4959,44,F,Bachillerato,1,0
Elena,Zaragoza,2444,67,F,Licenciatura,1,1
Elena,Valencia,3074,21,F,Bachillerato,0,0
Luis,Zaragoza,3366,64,F,Doctorado,0,0
Ana,Palma de Mallorca,2688,49,M,Maestría,0,0
Elena,Sevilla,1927,58,M,Doctorado,0,0
Diego,Madrid,4749,67,F,Bachillerato,0,1
Elena,Palma de Mallorca,4981,62,M,Maestría,0,1
Pedro,Las Palmas,2800,44,M,Maestría,0,1
Luis,Madrid,3249,48,F,Bachillerato,0,0
Carlos,Barcelona,4326,38,F,Maestría,1,1
Maria,Zaragoza,4027,40,F,Bachillerato,0,0
Pedro,Valencia,1055,24,F,Maestría,0,0
Pedro,Bilbao,3339,26,M,Maestría,1,1
Pedro,Zaragoza,1382,66,F,Maestría,1,0
Carlos,Palma de Mallorca,3084,61,M,Maestría,1,0
Diego,Barcelona,2350,38,F,Maestría,1,0
Juan,Bilbao,4661,54,F,Bachillerato,0,0
Diego,Valencia,2964,44,M,Licenciatura,0,0
Ana,Madrid,2732,45,M,Doctorado,0,0
Laura,Las Palmas,4813,19,M,Maestría,1,0
Ana,Sevilla,1580,20,F,Licenciatura,1,0
Maria,Valencia,1033,61,F,Licenciatura,1,1
Laura,Valencia,2630,69,F,Bachillerato,1,1
Juan,Madrid,3482,32,M,Bachillerato,1,0
Juan,Bilbao,2804,63,F,Doctorado,1,1
Juan,Bilbao,2845,48,F,Licenciatura,0,1
Carlos,Sevilla,4375,35,M,Doctorado,1,1
Juan,Sevilla,3150,42,F,Bachillerato,1,1
Carlos,Madrid,4682,45,M,Doctorado,1,0
Pedro,Madrid,4491,23,F,Licenciatura,0,0
Diego,Madrid,3579,34,F,Doctorado,1,1
Ana,Las Palmas,3436,64,F,Maestría,0,1
Ana,Madrid,3855,53,M,Doctorado,0,0
Maria,Barcelona,3823,22,F,Licenciatura,1,0
Diego,Madrid,4454,59,F,Maestría,1,1
Maria,Las Palmas,2998,61,M,Maestría,1,0
Luis,Las Palmas,3730,18,F,Doctorado,0,1
Maria,Sevilla,3450,29,M,Licenciatura,1,0
Jose,Bilbao,3334,45,F,Doctorado,0,1
Maria,Málaga,4852,35,M,Bachillerato,0,0
Diego,Bilbao,4348,49,M,Bachillerato,1,0
Ana,Madrid,2116,21,M,Maestría,0,0
Ana,Palma de Mallorca,2413,42,F,Licenciatura,0,1
Pedro,Barcelona,1745,33,M,Maestría,0,1
Ana,Sevilla,4440,47,F,Maestría,1,1
Maria,Barcelona,4391,37,F,Doctorado,0,0
Laura,Las Palmas,4616,31,F,Doctorado,0,1
Laura,Granada,4033,55,M,Bachillerato,1,0
Carlos,Palma de Mallorca,1917,62,M,Doctorado,1,0
Maria,Las Palmas,4547,23,M,Maestría,1,1
Elena,Valencia,1158,19,F,Bachillerato,1,0
Juan,Valencia,1856,24,F,Doctorado,0,1
Carlos,Zaragoza,3721,56,M,Maestría,1,0
Diego,Málaga,1794,61,F,Maestría,0,1
Laura,Palma de Mallorca,2267,25,F,Maestría,1,1
Maria,Bilbao,3519,43,F,Bachillerato,0,1
Luis,Barcelona,1839,68,M,Maestría,0,0
Carlos,Bilbao,1218,55,M,Licenciatura,1,0
Ana,Granada,1865,19,F,Bachillerato,1,0
Jose,Madrid,3252,36,M,Licenciatura,1,0
Ana,Bilbao,3143,32,F,Doctorado,0,0
Jose,Las Palmas,2749,51,M,Bachillerato,0,0
Luis,Madrid,2557,47,F,Licenciatura,1,1
Pedro,Zaragoza,2251,47,F,Doctorado,0,0
Juan,Valencia,1706,54,F,Bachillerato,1,0
Jose,Bilbao,2552,65,M,Doctorado,1,1
Maria,Palma de Mallorca,1177,54,M,Doctorado,1,0
Carlos,Málaga,3536,22,M,Doctorado,0,0
Laura,Barcelona,3387,62,M,Licenciatura,0,0
Diego,Valencia,4763,53,M,Licenciatura,1,1
Elena,Málaga,3007,32,M,Licenciatura,0,1
Pedro,Málaga,1996,40,M,Bachillerato,1,0
Pedro,Sevilla,4116,40,F,Doctorado,1,0
Luis,Málaga,1349,20,F,Maestría,0,1
Laura,Bilbao,1809,68,F,Maestría,1,1
Diego,Las Palmas,3725,42,F,Doctorado,1,1
Ana,Barcelona,2166,68,F,Maestría,0,1
Carlos,Las Palmas,1952,27,F,Bachillerato,1,0
Carlos,Madrid,4370,19,M,Bachillerato,1,1
Laura,Valencia,1568,27,F,Maestría,0,1
Juan,Palma de Mallorca,4845,52,M,Licenciatura,0,0
Jose,Madrid,2721,60,M,Licenciatura,0,0
Luis,Palma de Mallorca,3083,25,M,Licenciatura,1,1
Pedro,Bilbao,4136,51,F,Maestría,0,1
Elena,Madrid,2136,53,M,Bachillerato,1,1
Carlos,Las Palmas,4282,27,M,Maestría,1,1
Laura,Madrid,2139,43,F,Doctorado,1,1
Luis,Zaragoza,4408,45,M,Maestría,1,1
Jose,Valencia,2792,25,M,Maestría,1,1
Laura,Sevilla,1434,19,F,Maestría,0,0
Elena,Madrid,1890,21,F,Doctorado,1,0
Juan,Zaragoza,2076,23,F,Bachillerato,1,0
Carlos,Granada,2286,30,F,Licenciatura,0,0
Diego,Las Palmas,3948,22,M,Doctorado,0,1
Jose,Palma de Mallorca,4500,45,M,Licenciatura,0,1
Maria,Málaga,1248,45,M,Maestría,0,1
Diego,Zaragoza,3847,37,F,Licenciatura,0,0
Laura,Valencia,2769,63,M,Bachillerato,1,0
Luis,Las Palmas,3664,57,M,Licenciatura,1,1
Diego,Zaragoza,4419,39,F,Licenciatura,0,1
Ana,Las Palmas,2300,53,F,Licenciatura,0,1
Pedro,Madrid,1511,42,M,Doctorado,0,0
Elena,Madrid,1851,69,F,Bachillerato,0,0
Ana,Sevilla,2077,62,F,Doctorado,0,0
Juan,Sevilla,3590,59,M,Doctorado,1,1
Diego,Bilbao,2961,36,F,Maestría,0,1
Diego,Las Palmas,4788,65,M,Bachillerato,1,1
Juan,Barcelona,4702,41,M,Licenciatura,0,1
Jose,Granada,1989,26,F,Maestría,1,1
Ana,Sevilla,3661,66,M,Licenciatura,1,1
Elena,Valencia,4860,21,F,Doctorado,1,1
Pedro,Málaga,4945,46,M,Maestría,0,1
Elena,Madrid,3774,55,M,Bachillerato,0,0
Maria,Zaragoza,4186,48,M,Licenciatura,0,0
Juan,Granada,2616,48,M,Maestría,1,0
Ana,Barcelona,2002,61,M,Doctorado,0,0
Ana,Palma de Mallorca,4124,27,M,Licenciatura,0,1
Pedro,Bilbao,3698,50,F,Maestría,0,0
Juan,Sevilla,4564,45,M,Doctorado,1,1
Elena,Málaga,1667,62,F,Doctorado,1,0
Juan,Las Palmas,4980,51,M,Maestría,0,0
Diego,Málaga,1372,34,F,Licenciatura,1,1
Diego,Zaragoza,2338,27,M,Doctorado,1,0
Pedro,Palma de Mallorca,2541,41,M,Doctorado,0,1
Jose,Las Palmas,1579,61,M,Licenciatura,0,0
Ana,Sevilla,4217,21,M,Licenciatura,1,0
Laura,Barcelona,4438,53,M,Maestría,1,1
Pedro,Sevilla,2684,28,F,Bachillerato,0,0
Luis,Madrid,1308,45,M,Licenciatura,1,0
Elena,Málaga,2010,46,F,Doctorado,1,0
Pedro,Barcelona,4016,47,M,Maestría,0,1
Jose,Las Palmas,1842,31,M,Doctorado,0,1
Elena,Sevilla,3445,61,F,Bachillerato,0,1
Laura,Bilbao,4775,26,M,Doctorado,0,1
Carlos,Bilbao,4465,67,M,Bachillerato,0,0
Carlos,Granada,1047,48,M,Maestría,0,0
Laura,Zaragoza,1858,59,F,Licenciatura,1,0
Pedro,Granada,4164,41,F,Licenciatura,0,1
Diego,Las Palmas,2065,28,F,Doctorado,0,1
Juan,Las Palmas,1392,19,M,Bachillerato,1,1
Diego,Sevilla,1037,20,M,Maestría,1,1
Luis,Granada,3596,67,M,Licenciatura,1,0
Elena,Palma de Mallorca,1364,26,M,Maestría,1,1
Juan,Zaragoza,1734,45,M,Bachillerato,1,1
Elena,Barcelona,3269,19,M,Doctorado,0,0
Elena,Madrid,4370,62,M,Licenciatura,0,0
Carlos,Palma de Mallorca,3289,56,F,Maestría,1,1
Jose,Valencia,3633,51,F,Doctorado,1,0
Ana,Bilbao,1074,25,M,Bachillerato,0,0
Luis,Bilbao,1093,61,M,Doctorado,0,0
Jose,Sevilla,4430,23,M,Bachillerato,1,0
Jose,Sevilla,3486,31,F,Bachillerato,0,0
Laura,Málaga,1983,57,M,Licenciatura,0,1
Diego,Barcelona,2101,57,F,Bachillerato,1,1
Laura,Granada,4040,33,M,Doctorado,0,1
Ana,Granada,2012,28,M,Doctorado,1,0
Juan,Palma de Mallorca,2630,34,F,Doctorado,1,0
Juan,Bilbao,3252,44,M,Bachillerato,0,0
Diego,Palma de Mallorca,2854,33,M,Maestría,1,1
Jose,Sevilla,3505,51,M,Maestría,1,0
Diego,Granada,3237,60,M,Licenciatura,0,0
Elena,Bilbao,4879,27,F,Licenciatura,1,0
Maria,Barcelona,4420,64,F,Maestría,1,1
Juan,Palma de Mallorca,3058,63,F,Bachillerato,0,0
Luis,Palma de Mallorca,2091,45,M,Maestría,0,0
Carlos,Barcelona,2774,22,M,Licenciatura,1,1
Diego,Palma de Mallorca,3232,55,M,Maestría,1,0
Pedro,Madrid,3242,44,F,Doctorado,1,0
Maria,Valencia,3699,51,M,Bachillerato,0,1
Ana,Madrid,2450,62,M,Doctorado,1,1
Ana,Málaga,1872,34,F,Maestría,1,0
Laura,Madrid,2952,18,F,Doctorado,0,1
Juan,Las Palmas,2211,45,M,Doctorado,0,0
Jose,Barcelona,3874,36,F,Doctorado,1,0
Maria,Las Palmas,1923,55,F,Bachillerato,1,0
Juan,Sevilla,3717,44,F,Doctorado,0,0
Maria,Zaragoza,1217,44,M,Maestría,1,1
Juan,Bilbao,1204,64,F,Doctorado,0,1
Jose,Palma de Mallorca,2954,55,M,Maestría,1,1
Luis,Granada,2186,25,M,Doctorado,0,1
Luis,Sevilla,2624,56,M,Maestría,1,1
Juan,Barcelona,3758,39,M,Maestría,1,0
Jose,Palma de Mallorca,1246,58,F,Licenciatura,0,1
Jose,Madrid,1545,34,F,Licenciatura,1,0
Carlos,Palma de Mallorca,2963,52,M,Doctorado,1,0
Elena,Valencia,3443,20,M,Maestría,1,0
Luis,Granada,4134,19,F,Licenciatura,1,0
Diego,Valencia,2554,62,M,Bachillerato,1,0
Maria,Granada,4027,53,F,Maestría,0,0
Elena,Palma de Mallorca,3177,59,F,Maestría,1,1
Pedro,Zaragoza,1331,40,M,Licenciatura,0,0
Jose,Bilbao,4885,33,M,Doctorado,1,0
Laura,Sevilla,4194,57,M,Licenciatura,0,0
Maria,Sevilla,1951,64,M,Doctorado,1,1
Diego,Palma de Mallorca,3509,63,F,Bachillerato,1,1
Jose,Palma de Mallorca,4253,46,M,Licenciatura,0,1
Luis,Barcelona,2565,55,M,Licenciatura,0,0
Elena,Málaga,1802,30,M,Licenciatura,1,1
Pedro,Granada,1454,50,F,Licenciatura,1,1
Elena,Granada,3273,50,M,Maestría,1,0
Luis,Granada,1743,56,M,Doctorado,0,1
Pedro,Zaragoza,2067,44,F,Maestría,1,0
